Gene_Name	01OV007	01OV007_NM	01OV008_NM	01OV010_NM	01OV013_NM	01OV017	01OV017_NM	01OV018	01OV019_NM	01OV023	01OV023_NM	01OV024_NM	01OV026	01OV029	01OV029_NM	01OV030	01OV039	01OV039_NM	01OV041	02OV001_NM	02OV005	02OV006	02OV008	02OV015	02OV022	02OV023	02OV032	04OV001	04OV004	04OV005	04OV008	04OV011	04OV012	04OV013	04OV017	04OV018	04OV021	04OV023	04OV024	04OV027	04OV028	11OV002_NM	11OV010_NM	14OV011	14OV011_NM	14OV029_NM	15OV001	15OV001_NM	17OV001	17OV001_NM	17OV002	17OV002_NM	17OV003_NM	17OV004_NM	17OV005_NM	17OV014	17OV015	17OV018	17OV026
COPB2	1727800000.0	202610000.0	814300000.0	0.0	569210000.0	1386300000.0	542560000.0	1452600000.0	790250000.0	1147600000.0	489840000.0	406210000.0	849620000.0	1499100000.0	719590000.0	1690300000.0	1174600000.0	616730000.0	1830900000.0	1352400000.0	1460900000.0	1113000000.0	2187400000.0	1957300000.0	2187300000.0	1874700000.0	2112600000.0	1706600000.0	1315200000.0	1676400000.0	1969900000.0	1312200000.0	1721900000.0	1719500000.0	1099100000.0	1319400000.0	1851900000.0	1958000000.0	1354700000.0	1606100000.0	1538500000.0	1048700000.0	779690000.0	1685500000.0	1280800000.0	416190000.0	1374700000.0	1047900000.0	2059800000.0	912100000.0	2433700000.0	0.0	387200000.0	195800000.0	809940000.0	2148600000.0	1875800000.0	2779800000.0	1055300000.0
ACTN2	19797000000.0	2777800000.0	5866300000.0	724680000000.0	3375200000.0	6658500000.0	5645600000.0	11961000000.0	12099000000.0	11585000000.0	7504100000.0	3909000000.0	9664700000.0	5396100000.0	10287000000.0	11494000000.0	5010800000.0	9321200000.0	7588700000.0	10757000000.0	7926500000.0	9136200000.0	6570700000.0	14970000000.0	7659800000.0	8717600000.0	8230600000.0	9614700000.0	5083100000.0	15578000000.0	8047200000.0	9116600000.0	8662300000.0	9115900000.0	7018600000.0	9995600000.0	10835000000.0	9160700000.0	5845000000.0	7818500000.0	8840700000.0	8743000000.0	13094000000.0	12493000000.0	3276700000.0	8898400000.0	10286000000.0	11824000000.0	5155100000.0	7787300000.0	5001300000.0	1591700000.0	5424000000.0	5350000000.0	3597000000.0	9595800000.0	10623000000.0	12585000000.0	8545900000.0
SOAT1	59311000.0	0.0	0.0	0.0	0.0	84476000.0	0.0	63790000.0	31760000.0	32397000.0	0.0	33961000.0	124760000.0	131180000.0	0.0	0.0	34898000.0	0.0	76205000.0	99661000.0	49552000.0	53826000.0	73744000.0	54996000.0	46857000.0	76871000.0	24854000.0	90119000.0	55325000.0	85112000.0	63091000.0	45680000.0	45080000.0	38529000.0	25074000.0	38514000.0	0.0	50388000.0	24158000.0	45644000.0	54230000.0	0.0	58239000.0	0.0	91682000.0	0.0	0.0	0.0	81623000.0	0.0	84777000.0	0.0	0.0	0.0	0.0	56810000.0	35975000.0	0.0	74361000.0
ADD1	861690000.0	1155700000.0	1541900000.0	211780000.0	1399400000.0	747310000.0	1432000000.0	673030000.0	1389200000.0	401530000.0	866740000.0	1112100000.0	914730000.0	989170000.0	1112700000.0	521150000.0	893670000.0	1555400000.0	648770000.0	1249100000.0	420240000.0	838030000.0	554540000.0	540940000.0	253520000.0	695680000.0	445780000.0	560210000.0	573990000.0	939250000.0	916100000.0	1247900000.0	468000000.0	647190000.0	433790000.0	661480000.0	894850000.0	397050000.0	396990000.0	458510000.0	634680000.0	1454300000.0	1149500000.0	835430000.0	1425200000.0	1110300000.0	441630000.0	1308300000.0	541810000.0	1039100000.0	380840000.0	397800000.0	1341000000.0	1231200000.0	206220000.0	565340000.0	1149100000.0	612750000.0	826130000.0
ADD2	54561000.0	0.0	0.0	0.0	0.0	67776000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	53287000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BSG	629360000.0	1357900000.0	431510000.0	648050000.0	1986000000.0	928790000.0	266490000.0	579290000.0	523860000.0	1219900000.0	1192500000.0	902570000.0	466420000.0	550630000.0	709350000.0	802240000.0	693530000.0	0.0	786760000.0	587720000.0	1002100000.0	778410000.0	577110000.0	1596200000.0	307490000.0	776600000.0	562270000.0	1276300000.0	576410000.0	1132300000.0	721060000.0	921680000.0	795890000.0	893390000.0	1286400000.0	734790000.0	919740000.0	1027400000.0	937600000.0	539570000.0	936620000.0	0.0	541760000.0	1013700000.0	2416900000.0	518120000.0	1203200000.0	590210000.0	814760000.0	1504900000.0	516500000.0	0.0	0.0	0.0	0.0	800490000.0	615920000.0	609550000.0	497250000.0
TIMP3	631840000.0	480450000.0	185780000.0	0.0	8539600000.0	99382000.0	3272100000.0	387980000.0	7060100000.0	0.0	4389500000.0	295680000.0	2399100000.0	0.0	5322100000.0	0.0	101860000.0	463850000.0	244340000.0	1628300000.0	0.0	122690000.0	0.0	0.0	0.0	0.0	0.0	0.0	233690000.0	1247200000.0	0.0	0.0	122390000.0	168660000.0	217970000.0	168680000.0	754280000.0	386350000.0	0.0	224950000.0	200710000.0	2333200000.0	0.0	614670000.0	0.0	1175400000.0	0.0	590520000.0	121220000.0	1440000000.0	0.0	0.0	316410000.0	0.0	341890000.0	381050000.0	1499200000.0	153320000.0	3606400000.0
FUS	1775200000.0	223640000.0	237640000.0	315960000.0	0.0	2431100000.0	610510000.0	1784200000.0	1097300000.0	1544800000.0	736590000.0	440630000.0	1463900000.0	1787200000.0	753850000.0	2336500000.0	2606900000.0	490400000.0	1182500000.0	1001900000.0	1783100000.0	2025300000.0	2323000000.0	3057600000.0	1328400000.0	1881900000.0	1248600000.0	1073200000.0	2182500000.0	1775100000.0	2380700000.0	2488100000.0	1258200000.0	1240600000.0	1899900000.0	1537800000.0	737920000.0	1800600000.0	3555400000.0	2275300000.0	1868300000.0	315040000.0	0.0	1719800000.0	0.0	279250000.0	1233700000.0	886690000.0	1786400000.0	1722200000.0	1445300000.0	0.0	0.0	0.0	0.0	788690000.0	1665200000.0	1032000000.0	1406900000.0
NUP214	380760000.0	0.0	0.0	0.0	0.0	537390000.0	226480000.0	412390000.0	266020000.0	531510000.0	0.0	0.0	855620000.0	585260000.0	155760000.0	682510000.0	539400000.0	825040000.0	734870000.0	4589800000.0	411550000.0	422820000.0	388770000.0	445760000.0	320570000.0	725330000.0	944050000.0	435290000.0	393180000.0	402720000.0	345140000.0	481720000.0	366040000.0	345560000.0	676810000.0	308910000.0	395690000.0	414540000.0	455140000.0	411400000.0	507220000.0	0.0	1567900000.0	569520000.0	0.0	372370000.0	389790000.0	770890000.0	386780000.0	615580000.0	404750000.0	0.0	419970000.0	311910000.0	0.0	497670000.0	423950000.0	817040000.0	330010000.0
DEK	1421000000.0	0.0	1647700000.0	0.0	0.0	3728100000.0	636110000.0	947580000.0	934450000.0	726800000.0	256220000.0	0.0	1241600000.0	1530500000.0	200970000.0	904790000.0	3212300000.0	344620000.0	1961400000.0	0.0	1635700000.0	1708100000.0	1302400000.0	2583800000.0	766570000.0	2054800000.0	776440000.0	867120000.0	3289300000.0	725890000.0	1260700000.0	1553700000.0	1059900000.0	903330000.0	2530300000.0	1105300000.0	928440000.0	1008400000.0	3357000000.0	1942600000.0	699630000.0	2135100000.0	0.0	1124500000.0	0.0	0.0	225450000.0	0.0	804140000.0	1239300000.0	591830000.0	0.0	0.0	0.0	0.0	447170000.0	537240000.0	1458600000.0	1525100000.0
SOX11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5015400.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MYH11	14176000000.0	6576600000.0	103020000000.0	2865500000.0	12138000000.0	7139700000.0	51595000000.0	23235000000.0	165800000000.0	8643000000.0	83848000000.0	6227600000.0	11114000000.0	12843000000.0	250710000000.0	22594000000.0	5104400000.0	112870000000.0	6864200000.0	202760000000.0	8291000000.0	22223000000.0	7172800000.0	5917400000.0	6127500000.0	8984400000.0	9305900000.0	10598000000.0	7651600000.0	14895000000.0	7877000000.0	10009000000.0	9621000000.0	8943100000.0	5208700000.0	8419000000.0	7989300000.0	9949300000.0	4712900000.0	6388300000.0	8647300000.0	302140000000.0	366040000000.0	9908100000.0	13100000000.0	245440000000.0	13907000000.0	310710000000.0	6618700000.0	133700000000.0	9154900000.0	14386000000.0	219580000000.0	10600000000.0	42709000000.0	9647800000.0	14153000000.0	17393000000.0	9460800000.0
GLRX	421480000.0	956450000.0	0.0	1791200000.0	907640000.0	288590000.0	366330000.0	654120000.0	290900000.0	420080000.0	503690000.0	696070000.0	404320000.0	1325200000.0	382290000.0	179040000.0	343410000.0	500210000.0	474160000.0	845770000.0	449210000.0	372880000.0	319710000.0	328020000.0	360690000.0	0.0	0.0	366920000.0	386940000.0	621530000.0	0.0	0.0	551720000.0	584780000.0	181870000.0	542020000.0	568670000.0	308830000.0	169030000.0	607730000.0	418200000.0	0.0	640340000.0	447620000.0	0.0	406330000.0	697040000.0	599250000.0	378650000.0	370810000.0	545520000.0	1179200000.0	0.0	515460000.0	953190000.0	842450000.0	544390000.0	245580000.0	611650000.0
PPM1A	158640000.0	0.0	0.0	180740000.0	0.0	66068000.0	0.0	141070000.0	78635000.0	175160000.0	104900000.0	0.0	161390000.0	163810000.0	151500000.0	0.0	201750000.0	0.0	246940000.0	0.0	137950000.0	238060000.0	179890000.0	186970000.0	248240000.0	169770000.0	326970000.0	180570000.0	216520000.0	122060000.0	160380000.0	151290000.0	130530000.0	144260000.0	217790000.0	155030000.0	204200000.0	163560000.0	200820000.0	196140000.0	175210000.0	180930000.0	0.0	125390000.0	233790000.0	0.0	0.0	104640000.0	141150000.0	139660000.0	222640000.0	0.0	0.0	0.0	0.0	163180000.0	114060000.0	0.0	155510000.0
IGFALS	83303000.0	0.0	130970000.0	0.0	0.0	96234000.0	167510000.0	86052000.0	339570000.0	361000000.0	402860000.0	400260000.0	0.0	0.0	114920000.0	0.0	0.0	279530000.0	115100000.0	197880000.0	0.0	0.0	78942000.0	55276000.0	60088000.0	0.0	0.0	63804000.0	0.0	116700000.0	79638000.0	0.0	87623000.0	101120000.0	0.0	129600000.0	118900000.0	74607000.0	75085000.0	0.0	149550000.0	0.0	0.0	114920000.0	0.0	428450000.0	462000000.0	239440000.0	99635000.0	97607000.0	94034000.0	245280000.0	144060000.0	320790000.0	231390000.0	81815000.0	139020000.0	0.0	0.0
AHR	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7093200.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
KRT2	1900500000.0	2458700000.0	370760000.0	60077000.0	2175400000.0	584310000.0	24852000000.0	698120000.0	1380200000.0	879920000.0	989650000.0	1326200000.0	448240000.0	269310000.0	708450000.0	530270000.0	1076900000.0	101110000000.0	1552600000.0	583230000.0	1532600000.0	912350000.0	739820000.0	740850000.0	765910000.0	518890000.0	1996000000.0	3626500000.0	1036600000.0	1390600000.0	3617000000.0	4398500000.0	2289300000.0	713080000.0	4652700000.0	1260000000.0	3935000000.0	921540000.0	1205700000.0	1370000000.0	407000000.0	831710000.0	34167000.0	1299400000.0	2356200000.0	1017900000.0	1202700000.0	690810000.0	3032700000.0	1298800000.0	1857300000.0	125420000000.0	857610000.0	257930000000.0	143120000000.0	2146800000.0	865970000.0	154930000.0	313230000.0
HMGCL	256390000.0	0.0	0.0	173530000.0	218410000.0	291410000.0	0.0	281740000.0	291310000.0	171290000.0	230850000.0	136670000.0	231120000.0	288080000.0	229880000.0	212070000.0	825360000.0	157050000.0	374920000.0	198700000.0	165130000.0	711880000.0	409460000.0	300190000.0	335620000.0	421120000.0	1063700000.0	384370000.0	206920000.0	383220000.0	327690000.0	332240000.0	281260000.0	902260000.0	591230000.0	445790000.0	98249000.0	245940000.0	123490000.0	349860000.0	306760000.0	86168000.0	81929000.0	252780000.0	215310000.0	0.0	288870000.0	249790000.0	348890000.0	346170000.0	440420000.0	0.0	0.0	122240000.0	157980000.0	375070000.0	312970000.0	246380000.0	301590000.0
PSMC2	1669000000.0	372490000.0	1049500000.0	739090000.0	643650000.0	1320300000.0	292350000.0	1284900000.0	633380000.0	1061600000.0	578340000.0	568080000.0	1095000000.0	1552900000.0	642870000.0	1128000000.0	1314600000.0	861570000.0	925850000.0	1307600000.0	1296100000.0	1307900000.0	995510000.0	1394800000.0	1062000000.0	1725600000.0	1501200000.0	1202200000.0	1159800000.0	1097200000.0	1765300000.0	1190200000.0	1224800000.0	1341300000.0	799320000.0	742890000.0	1010400000.0	853770000.0	1255400000.0	914980000.0	1024700000.0	839140000.0	959680000.0	952620000.0	1111900000.0	816170000.0	817080000.0	1037700000.0	1678000000.0	811820000.0	1537400000.0	410300000.0	539290000.0	166720000.0	598360000.0	1159000000.0	797350000.0	1552700000.0	1209500000.0
CHI3L1	178800000.0	0.0	0.0	0.0	0.0	0.0	0.0	214070000.0	0.0	0.0	37916000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	113760000.0	47765000.0	36087000.0	0.0	105240000.0	0.0	32603000.0	0.0	0.0	218720000.0	2251700000.0	0.0	0.0	74545000.0	0.0	44338000.0	328340000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	310910000.0	116850000.0	70034000.0	0.0	0.0	58338000.0	0.0	0.0	0.0	0.0	0.0
GGT5	176470000.0	380780000.0	361490000.0	0.0	523710000.0	124460000.0	1265100000.0	484840000.0	765230000.0	483490000.0	507570000.0	458000000.0	311040000.0	735630000.0	410720000.0	41827000.0	31372000.0	1085100000.0	126310000.0	636180000.0	31728000.0	50937000.0	35674000.0	43720000.0	42593000.0	29440000.0	131340000.0	54482000.0	150310000.0	288900000.0	111940000.0	12524000.0	410640000.0	145190000.0	73945000.0	201790000.0	669320000.0	138330000.0	22386000.0	86755000.0	162180000.0	828210000.0	790130000.0	258920000.0	834250000.0	575500000.0	522300000.0	1054000000.0	98650000.0	378150000.0	37088000.0	476430000.0	910530000.0	788430000.0	649280000.0	362760000.0	883610000.0	315880000.0	493340000.0
ARL2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	41255000.0	33102000.0	0.0	0.0	0.0	0.0	39834000.0	0.0	0.0	82522000.0	0.0	43779000.0	0.0	36740000.0	0.0	0.0	0.0	0.0	46724000.0	0.0	0.0	0.0	0.0	45038000.0	56394000.0	0.0	31178000.0	0.0	29996000.0	0.0	46562000.0	54133000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ARL3	499370000.0	0.0	291650000.0	0.0	187500000.0	613980000.0	293780000.0	571680000.0	594770000.0	379650000.0	310920000.0	0.0	0.0	176790000.0	537250000.0	428510000.0	468640000.0	285040000.0	299900000.0	461020000.0	382300000.0	428880000.0	668680000.0	383910000.0	471190000.0	678380000.0	0.0	458700000.0	406480000.0	340860000.0	432270000.0	486520000.0	403390000.0	428450000.0	933420000.0	224050000.0	243370000.0	350470000.0	681670000.0	555530000.0	469070000.0	500090000.0	563790000.0	612040000.0	0.0	372640000.0	483040000.0	552150000.0	450410000.0	505900000.0	335190000.0	0.0	0.0	0.0	0.0	440990000.0	563000000.0	0.0	420720000.0
TRIM23	0.0	0.0	0.0	0.0	0.0	265540000.0	0.0	385160000.0	0.0	278470000.0	246570000.0	0.0	0.0	307440000.0	0.0	300670000.0	302160000.0	0.0	342990000.0	0.0	0.0	0.0	366930000.0	428890000.0	373930000.0	0.0	0.0	338100000.0	326410000.0	308880000.0	0.0	0.0	284640000.0	0.0	410870000.0	317000000.0	0.0	297270000.0	373600000.0	0.0	212890000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	132430000.0	0.0	225530000.0	0.0
MAP2K2	415060000.0	0.0	348640000.0	558630000.0	305370000.0	485100000.0	336970000.0	458370000.0	450500000.0	422860000.0	317820000.0	225680000.0	748240000.0	862560000.0	463850000.0	736720000.0	564610000.0	395840000.0	566330000.0	418440000.0	602720000.0	446820000.0	474920000.0	554210000.0	666910000.0	417300000.0	411850000.0	562360000.0	702900000.0	690940000.0	374570000.0	414410000.0	507670000.0	479090000.0	249920000.0	399610000.0	493060000.0	431350000.0	658520000.0	344430000.0	438870000.0	255150000.0	346480000.0	552400000.0	381400000.0	380200000.0	443830000.0	425090000.0	611730000.0	558150000.0	470040000.0	0.0	358010000.0	0.0	0.0	770540000.0	465240000.0	562090000.0	718780000.0
ATP5F1C	1306400000.0	670650000.0	714030000.0	2356300000.0	627230000.0	1305800000.0	621500000.0	1642700000.0	1360600000.0	1228400000.0	1081300000.0	643310000.0	1150200000.0	2143800000.0	856250000.0	1555900000.0	1289400000.0	835770000.0	1522000000.0	1079300000.0	968670000.0	3025800000.0	1934900000.0	1283200000.0	1781100000.0	808370000.0	1640400000.0	2112600000.0	2091000000.0	1160400000.0	1437200000.0	2851900000.0	1256300000.0	1899200000.0	1933500000.0	1836900000.0	1159400000.0	923800000.0	1072200000.0	1036900000.0	592830000.0	345930000.0	1250300000.0	964250000.0	1108500000.0	634610000.0	480000000.0	378070000.0	1645300000.0	1138200000.0	1285200000.0	0.0	927760000.0	822540000.0	941000000.0	1260400000.0	920420000.0	1592100000.0	1272200000.0
ATP6V1E1	557730000.0	0.0	0.0	0.0	235190000.0	462750000.0	256400000.0	507470000.0	269380000.0	633210000.0	301660000.0	222930000.0	546990000.0	845350000.0	233420000.0	814040000.0	301580000.0	116340000.0	446790000.0	327610000.0	695500000.0	720080000.0	779130000.0	530540000.0	305800000.0	706870000.0	979250000.0	711830000.0	580620000.0	442490000.0	365890000.0	1012500000.0	548090000.0	442980000.0	491920000.0	447060000.0	645720000.0	522520000.0	347110000.0	528060000.0	380160000.0	174430000.0	130260000.0	548460000.0	169140000.0	331410000.0	526760000.0	253050000.0	530030000.0	612500000.0	902750000.0	0.0	261750000.0	340470000.0	0.0	835420000.0	455400000.0	473230000.0	697500000.0
ATP6V1E2	557730000.0	0.0	0.0	0.0	235190000.0	462750000.0	256400000.0	507470000.0	269380000.0	633210000.0	301660000.0	222930000.0	546990000.0	845350000.0	233420000.0	814040000.0	301580000.0	116340000.0	446790000.0	327610000.0	695500000.0	720080000.0	779130000.0	530540000.0	305800000.0	706870000.0	979250000.0	711830000.0	580620000.0	442490000.0	365890000.0	1012500000.0	548090000.0	442980000.0	491920000.0	447060000.0	645720000.0	522520000.0	347110000.0	528060000.0	380160000.0	174430000.0	130260000.0	548460000.0	169140000.0	331410000.0	526760000.0	253050000.0	530030000.0	612500000.0	902750000.0	0.0	261750000.0	340470000.0	0.0	835420000.0	455400000.0	473230000.0	697500000.0
CPOX	208720000.0	0.0	0.0	0.0	0.0	141330000.0	0.0	122800000.0	99414000.0	0.0	0.0	0.0	101220000.0	143310000.0	117540000.0	167080000.0	238990000.0	0.0	0.0	0.0	193600000.0	140710000.0	99730000.0	74715000.0	231540000.0	0.0	366870000.0	105990000.0	134340000.0	138520000.0	0.0	118640000.0	130720000.0	123820000.0	118880000.0	91931000.0	0.0	170820000.0	0.0	93120000.0	247060000.0	0.0	0.0	130880000.0	0.0	0.0	133390000.0	0.0	0.0	97854000.0	130370000.0	0.0	0.0	0.0	0.0	127640000.0	100720000.0	265920000.0	117800000.0
RPL4	2977000000.0	0.0	1074300000.0	1153700000.0	1515800000.0	3103300000.0	2036400000.0	3222200000.0	1896100000.0	3210300000.0	2062300000.0	1617900000.0	2236900000.0	3633900000.0	1726400000.0	3167200000.0	3934700000.0	2123800000.0	4205700000.0	2046500000.0	3820900000.0	3035900000.0	4080600000.0	4076900000.0	2800400000.0	3080900000.0	3633000000.0	2307500000.0	3614200000.0	3105900000.0	2612100000.0	4225200000.0	3084300000.0	3352500000.0	4990700000.0	3422000000.0	3669500000.0	3863600000.0	4606800000.0	3626700000.0	3530000000.0	1179400000.0	1541100000.0	3277000000.0	2074800000.0	2058700000.0	2279100000.0	1842100000.0	2279900000.0	2611000000.0	3762300000.0	757540000.0	1373400000.0	1573600000.0	979510000.0	2922100000.0	3405500000.0	3502200000.0	3107000000.0
LONP1	726930000.0	0.0	0.0	1476600000.0	155030000.0	1010400000.0	616290000.0	847890000.0	769270000.0	1322300000.0	881610000.0	172990000.0	1168400000.0	1122500000.0	459720000.0	1254100000.0	4001800000.0	328630000.0	1138900000.0	265350000.0	816050000.0	1418700000.0	1231300000.0	1042500000.0	1598000000.0	1062200000.0	651170000.0	667560000.0	1610500000.0	913150000.0	603630000.0	2223700000.0	760960000.0	864180000.0	3453900000.0	903150000.0	1531100000.0	1568000000.0	1931800000.0	945360000.0	1564900000.0	361320000.0	258880000.0	769840000.0	504020000.0	94006000.0	809560000.0	299300000.0	1090600000.0	1191200000.0	1678700000.0	0.0	200390000.0	108100000.0	221460000.0	937160000.0	813230000.0	876380000.0	1089600000.0
PGM1	5975600000.0	3720800000.0	864780000.0	47813000000.0	3286700000.0	4529600000.0	2322700000.0	3312900000.0	1695600000.0	4931400000.0	2435900000.0	3825100000.0	3820100000.0	1964900000.0	1820000000.0	6457700000.0	1949700000.0	1565300000.0	4313100000.0	1575800000.0	3585400000.0	2328200000.0	4199700000.0	4902900000.0	7068900000.0	4392300000.0	4459700000.0	4482400000.0	3234100000.0	4722700000.0	3128400000.0	1220000000.0	4059800000.0	4812400000.0	4251300000.0	2841600000.0	4742000000.0	4145700000.0	8059500000.0	3496000000.0	4578500000.0	1572000000.0	2180500000.0	4115100000.0	4837900000.0	1647600000.0	5323200000.0	1989700000.0	5648500000.0	2695300000.0	4179900000.0	280750000.0	2715300000.0	1840600000.0	3085000000.0	3997400000.0	4843200000.0	4919900000.0	3221100000.0
PPP1CC	0.0	0.0	0.0	0.0	0.0	128870000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	115460000.0	0.0	0.0	0.0	0.0	138140000.0	0.0	0.0	0.0	107010000.0	0.0	0.0	196240000.0	127550000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	144630000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	131820000.0	0.0	0.0	0.0
TGFBR1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13258000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GNL1	217580000.0	0.0	0.0	0.0	113310000.0	385330000.0	166330000.0	120210000.0	218430000.0	186970000.0	101910000.0	0.0	218530000.0	180970000.0	180650000.0	194390000.0	285120000.0	156590000.0	102610000.0	121500000.0	207960000.0	245980000.0	251770000.0	208430000.0	225620000.0	222260000.0	113470000.0	234480000.0	439970000.0	74064000.0	377180000.0	214470000.0	150160000.0	100850000.0	256970000.0	137300000.0	155000000.0	136780000.0	320820000.0	259300000.0	174200000.0	113430000.0	162340000.0	263490000.0	0.0	128910000.0	126850000.0	128400000.0	189030000.0	131570000.0	132330000.0	0.0	211830000.0	0.0	0.0	112060000.0	193110000.0	133730000.0	222650000.0
SERPINB5	0.0	0.0	0.0	0.0	0.0	0.0	1147800000.0	47064000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	795910000.0	0.0	0.0	0.0	0.0	39179000.0	0.0	0.0	0.0	0.0	0.0	193960000.0	0.0	213070000.0	192030000.0	0.0	0.0	0.0	24125000.0	63738000.0	0.0	343960000.0	48782000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	679270000.0	0.0	6788000000.0	819230000.0	0.0	73947000.0	0.0	0.0
POLR2I	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	88957000.0
SERPINF1	3891500000.0	2996100000.0	1676200000.0	163970000.0	1538200000.0	1479700000.0	10088000000.0	3164600000.0	2095100000.0	5108000000.0	4382100000.0	2277700000.0	3619500000.0	880350000.0	3019100000.0	1465900000.0	580640000.0	4886600000.0	4565800000.0	2811800000.0	1865400000.0	926650000.0	1922000000.0	1644800000.0	1327500000.0	1003600000.0	1625500000.0	1703100000.0	1428100000.0	4359600000.0	1734100000.0	538870000.0	3578100000.0	3441600000.0	1144100000.0	3271600000.0	5059700000.0	2224400000.0	967180000.0	1712400000.0	4206500000.0	3539200000.0	3179200000.0	4673200000.0	1147100000.0	3636400000.0	7253300000.0	2795100000.0	1771900000.0	1559700000.0	761730000.0	2015900000.0	3852900000.0	6011400000.0	3232400000.0	4369100000.0	5245900000.0	3513900000.0	3205600000.0
DLST	836920000.0	0.0	0.0	1836900000.0	0.0	637000000.0	662390000.0	813630000.0	915510000.0	490360000.0	762050000.0	621880000.0	877550000.0	1142000000.0	570890000.0	736960000.0	1476800000.0	0.0	1306100000.0	0.0	1011600000.0	1256700000.0	892270000.0	1083300000.0	1024500000.0	888710000.0	670860000.0	382930000.0	750450000.0	968020000.0	346550000.0	1113000000.0	540440000.0	1577200000.0	1377100000.0	598080000.0	886910000.0	867260000.0	596230000.0	918760000.0	594390000.0	327880000.0	558170000.0	716690000.0	1223700000.0	702880000.0	361540000.0	386440000.0	613330000.0	621260000.0	752410000.0	0.0	605370000.0	854490000.0	0.0	514670000.0	656950000.0	1078800000.0	906230000.0
GMPR	229700000.0	0.0	99133000.0	550930000.0	44503000.0	400940000.0	0.0	146670000.0	179550000.0	0.0	132520000.0	104810000.0	333790000.0	226100000.0	84234000.0	374070000.0	1116300000.0	0.0	170770000.0	174820000.0	89682000.0	1143500000.0	201190000.0	136610000.0	330060000.0	407800000.0	1103900000.0	154150000.0	997590000.0	122190000.0	1033900000.0	145620000.0	152890000.0	204320000.0	210500000.0	147640000.0	63528000.0	2032400000.0	428730000.0	1178900000.0	43689000.0	63017000.0	117840000.0	151210000.0	64923000.0	0.0	0.0	133440000.0	1705300000.0	1067000000.0	396000000.0	0.0	105470000.0	0.0	0.0	54270000.0	140160000.0	612880000.0	235950000.0
